country,year,GDP per capita
Serbia,1996,8180
Serbia,1997,8840
Serbia,1998,9190
Serbia,1999,8250
Serbia,2000,8830
Serbia,2001,9470
Serbia,2002,10.1k
Serbia,2003,10.6k
Serbia,2004,11.6k
Serbia,2005,12.3k
Serbia,2006,13k
Serbia,2007,13.9k
Serbia,2008,14.7k
Serbia,2009,14.4k
Serbia,2010,14.5k
South Sudan,1990,2620
South Sudan,1991,2620
South Sudan,1992,2330
South Sudan,1993,2360
South Sudan,1994,1880
South Sudan,1995,1870
South Sudan,1996,1920
South Sudan,1997,1830
South Sudan,1998,1830
South Sudan,1999,1840
South Sudan,2000,1850
South Sudan,2001,1870
South Sudan,2002,1900
South Sudan,2003,1920
South Sudan,2004,1950
South Sudan,2005,1970
South Sudan,2006,1990
South Sudan,2007,2000
South Sudan,2008,2020
South Sudan,2009,2040
South Sudan,2010,2050
Sao Tome and Principe,1990,2780
Sao Tome and Principe,1991,2730
Sao Tome and Principe,1992,2680
Sao Tome and Principe,1993,2670
Sao Tome and Principe,1994,2670
Sao Tome and Principe,1995,2670
Sao Tome and Principe,1996,2660
Sao Tome and Principe,1997,2630
Sao Tome and Principe,1998,2640
Sao Tome and Principe,1999,2650
Sao Tome and Principe,2000,2610
Sao Tome and Principe,2001,2620
Sao Tome and Principe,2002,2640
Sao Tome and Principe,2003,2780
Sao Tome and Principe,2004,2800
Sao Tome and Principe,2005,2900
Sao Tome and Principe,2006,3080
Sao Tome and Principe,2007,3100
Sao Tome and Principe,2008,3210
Sao Tome and Principe,2009,3200
Sao Tome and Principe,2010,3320
Suriname,1990,13.9k
Suriname,1991,14.1k
Suriname,1992,14k
Suriname,1993,12.9k
Suriname,1994,13.2k
Suriname,1995,12.9k
Suriname,1996,12.8k
Suriname,1997,13.3k
Suriname,1998,13.3k
Suriname,1999,12.9k
Suriname,2000,13k
Suriname,2001,13.3k
Suriname,2002,13.4k
Suriname,2003,14k
Suriname,2004,15k
Suriname,2005,15.5k
Suriname,2006,16.2k
Suriname,2007,16.8k
Suriname,2008,17.3k
Suriname,2009,17.6k
Suriname,2010,18.3k
Slovak Republic,1990,15.4k
Slovak Republic,1991,13.1k
Slovak Republic,1992,12.1k
Slovak Republic,1993,12.4k
Slovak Republic,1994,13.1k
Slovak Republic,1995,13.9k
Slovak Republic,1996,14.7k
Slovak Republic,1997,15.5k
Slovak Republic,1998,16k
Slovak Republic,1999,15.9k
Slovak Republic,2000,16.1k
Slovak Republic,2001,16.6k
Slovak Republic,2002,17.3k
Slovak Republic,2003,18.2k
Slovak Republic,2004,19.1k
Slovak Republic,2005,20.3k
Slovak Republic,2006,22k
Slovak Republic,2007,24.3k
Slovak Republic,2008,25.5k
Slovak Republic,2009,24k
Slovak Republic,2010,25.6k
Slovenia,1990,22.9k
Slovenia,1991,20.7k
Slovenia,1992,19.6k
Slovenia,1993,20.2k
Slovenia,1994,21.2k
Slovenia,1995,22.1k
Slovenia,1996,22.8k
Slovenia,1997,23.9k
Slovenia,1998,24.7k
Slovenia,1999,25.9k
Slovenia,2000,26.8k
Slovenia,2001,27.5k
Slovenia,2002,28.4k
Slovenia,2003,29.1k
Slovenia,2004,30.3k
Slovenia,2005,31.4k
Slovenia,2006,33k
Slovenia,2007,35.1k
Slovenia,2008,36.2k
Slovenia,2009,33.1k
Slovenia,2010,33.4k
Sweden,1990,35.5k
Sweden,1991,34.8k
Sweden,1992,34.1k
Sweden,1993,33.2k
Sweden,1994,34.2k
Sweden,1995,35.3k
Sweden,1996,35.8k
Sweden,1997,36.8k
Sweden,1998,38.3k
Sweden,1999,39.8k
Sweden,2000,41.5k
Sweden,2001,41.9k
Sweden,2002,42.7k
Sweden,2003,43.4k
Sweden,2004,45k
Sweden,2005,46k
Sweden,2006,47.8k
Sweden,2007,49k
Sweden,2008,48.2k
Sweden,2009,45.6k
Sweden,2010,47.8k
Eswatini,1990,5040
Eswatini,1991,4940
Eswatini,1992,4920
Eswatini,1993,4940
Eswatini,1994,5060
Eswatini,1995,5310
Eswatini,1996,5400
Eswatini,1997,5460
Eswatini,1998,5520
Eswatini,1999,5600
Eswatini,2000,5620
Eswatini,2001,5610
Eswatini,2002,5780
Eswatini,2003,5950
Eswatini,2004,6110
Eswatini,2005,6420
Eswatini,2006,6740
Eswatini,2007,6970
Eswatini,2008,6970
Eswatini,2009,7020
Eswatini,2010,7220
Seychelles,1990,13.8k
Seychelles,1991,14.1k
Seychelles,1992,15.2k
Seychelles,1993,16k
Seychelles,1994,15.6k
Seychelles,1995,15.4k
Seychelles,1996,16k
Seychelles,1997,17.9k
Seychelles,1998,19.2k
Seychelles,1999,19.3k
Seychelles,2000,19.4k
Seychelles,2001,19k
Seychelles,2002,18.7k
Seychelles,2003,17.8k
Seychelles,2004,17.3k
Seychelles,2005,18.8k
Seychelles,2006,20.2k
Seychelles,2007,22.1k
Seychelles,2008,21.1k
Seychelles,2009,20.8k
Seychelles,2010,21.3k
Syria,1990,8630
Syria,1991,8950
Syria,1992,9700
Syria,1993,9810
Syria,1994,10k
Syria,1995,10.3k
Syria,1996,10.7k
Syria,1997,10.7k
Syria,1998,11k
Syria,1999,10.3k
Syria,2000,10k
Syria,2001,10.1k
Syria,2002,10.7k
Syria,2003,10.5k
Syria,2004,10.9k
Syria,2005,11.2k
Syria,2006,11.4k
Syria,2007,11.5k
Syria,2008,11.6k
Syria,2009,12k
Syria,2010,12.4k
Chad,1990,1010
Chad,1991,1050
Chad,1992,1070
Chad,1993,924
Chad,1994,989
Chad,1995,960
Chad,1996,942
Chad,1997,964
Chad,1998,998
Chad,1999,959
Chad,2000,920
Chad,2001,994
Chad,2002,1040
Chad,2003,1150
Chad,2004,1470
Chad,2005,1640
Chad,2006,1590
Chad,2007,1600
Chad,2008,1590
Chad,2009,1590
Chad,2010,1740
Togo,1990,1750
Togo,1991,1690
Togo,1992,1590
Togo,1993,1350
Togo,1994,1550
Togo,1995,1590
Togo,1996,1660
Togo,1997,1810
Togo,1998,1720
Togo,1999,1720
Togo,2000,1660
Togo,2001,1630
Togo,2002,1640
Togo,2003,1710
Togo,2004,1660
Togo,2005,1550
Togo,2006,1550
Togo,2007,1490
Togo,2008,1500
Togo,2009,1540
Togo,2010,1590
Thailand,1990,8020
Thailand,1991,8520
Thailand,1992,9040
Thailand,1993,9600
Thailand,1994,10.2k
Thailand,1995,10.8k
Thailand,1996,11.2k
Thailand,1997,10.7k
Thailand,1998,9670
Thailand,1999,9950
Thailand,2000,10.2k
Thailand,2001,10.4k
Thailand,2002,10.9k
Thailand,2003,11.6k
Thailand,2004,12.1k
Thailand,2005,12.5k
Thailand,2006,12.9k
Thailand,2007,13.5k
Thailand,2008,13.6k
Thailand,2009,13.3k
Thailand,2010,14.2k
Tajikistan,1990,4620
Tajikistan,1991,4130
Tajikistan,1992,2830
Tajikistan,1993,2360
Tajikistan,1994,1810
Tajikistan,1995,1550
Tajikistan,1996,1290
Tajikistan,1997,1280
Tajikistan,1998,1320
Tajikistan,1999,1350
Tajikistan,2000,1430
Tajikistan,2001,1520
Tajikistan,2002,1630
Tajikistan,2003,1760
Tajikistan,2004,1890
Tajikistan,2005,1960
Tajikistan,2006,2050
Tajikistan,2007,2150
Tajikistan,2008,2260
Tajikistan,2009,2280
Tajikistan,2010,2360
Turkmenistan,1990,7390
Turkmenistan,1991,6870
Turkmenistan,1992,5700
Turkmenistan,1993,5640
Turkmenistan,1994,4560
Turkmenistan,1995,4140
Turkmenistan,1996,4220
Turkmenistan,1997,3690
Turkmenistan,1998,3900
Turkmenistan,1999,4470
Turkmenistan,2000,4730
Turkmenistan,2001,4940
Turkmenistan,2002,4950
Turkmenistan,2003,5080
Turkmenistan,2004,5260
Turkmenistan,2005,5800
Turkmenistan,2006,6280
Turkmenistan,2007,6800
Turkmenistan,2008,7600
Turkmenistan,2009,7840
Turkmenistan,2010,8320
Timor-Leste,1990,2230
Timor-Leste,1991,2360
Timor-Leste,1992,2490
Timor-Leste,1993,2630
Timor-Leste,1994,2800
Timor-Leste,1995,3000
Timor-Leste,1996,3300
Timor-Leste,1997,3460
Timor-Leste,1998,3420
Timor-Leste,1999,2210
Timor-Leste,2000,2550
Timor-Leste,2001,2860
Timor-Leste,2002,2600
Timor-Leste,2003,2470
Timor-Leste,2004,2520
Timor-Leste,2005,2540
Timor-Leste,2006,2380
Timor-Leste,2007,2490
Timor-Leste,2008,2650
Timor-Leste,2009,2780
Timor-Leste,2010,2910
Tonga,1990,3970
Tonga,1991,4190
Tonga,1992,4170
Tonga,1993,4300
Tonga,1994,4480
Tonga,1995,4740
Tonga,1996,4780
Tonga,1997,4790
Tonga,1998,4860
Tonga,1999,4990
Tonga,2000,5010
Tonga,2001,5140
Tonga,2002,5330
Tonga,2003,5400
Tonga,2004,5230
Tonga,2005,5190
Tonga,2006,5130
Tonga,2007,5090
Tonga,2008,5290
Tonga,2009,4990
Tonga,2010,5000
Trinidad and Tobago,1990,11.9k
Trinidad and Tobago,1991,12k
Trinidad and Tobago,1992,12.7k
Trinidad and Tobago,1993,12.4k
Trinidad and Tobago,1994,12.5k
Trinidad and Tobago,1995,12.9k
Trinidad and Tobago,1996,13.6k
Trinidad and Tobago,1997,14.4k
Trinidad and Tobago,1998,15.4k
Trinidad and Tobago,1999,16.5k
Trinidad and Tobago,2000,17.4k
Trinidad and Tobago,2001,17.9k
Trinidad and Tobago,2002,19k
Trinidad and Tobago,2003,21.5k
Trinidad and Tobago,2004,22.9k
Trinidad and Tobago,2005,24k
Trinidad and Tobago,2006,26.9k
Trinidad and Tobago,2007,27.8k
Trinidad and Tobago,2008,28.4k
Trinidad and Tobago,2009,26.8k
Trinidad and Tobago,2010,27.3k
Tunisia,1990,6110
Tunisia,1991,6200
Tunisia,1992,6530
Tunisia,1993,6530
Tunisia,1994,6600
Tunisia,1995,6630
Tunisia,1996,6970
Tunisia,1997,7220
Tunisia,1998,7450
Tunisia,1999,7780
Tunisia,2000,8020
Tunisia,2001,8220
Tunisia,2002,8210
Tunisia,2003,8480
Tunisia,2004,8880
Tunisia,2005,9070
Tunisia,2006,9410
Tunisia,2007,9900
Tunisia,2008,10.2k
Tunisia,2009,10.3k
Tunisia,2010,10.5k
Turkey,1990,12.4k
Turkey,1991,12.3k
Turkey,1992,12.8k
Turkey,1993,13.6k
Turkey,1994,12.7k
Turkey,1995,13.5k
Turkey,1996,14.3k
Turkey,1997,15.2k
Turkey,1998,15.4k
Turkey,1999,14.6k
Turkey,2000,15.4k
Turkey,2001,14.3k
Turkey,2002,15k
Turkey,2003,15.6k
Turkey,2004,16.9k
Turkey,2005,18.2k
Turkey,2006,19.2k
Turkey,2007,19.9k
Turkey,2008,19.8k
Turkey,2009,18.5k
Turkey,2010,19.8k
Tuvalu,1990,2860
Tuvalu,1991,2910
Tuvalu,1992,2950
Tuvalu,1993,3040
Tuvalu,1994,3330
Tuvalu,1995,3140
Tuvalu,1996,2940
Tuvalu,1997,3220
Tuvalu,1998,3700
Tuvalu,1999,3630
Tuvalu,2000,3580
Tuvalu,2001,3580
Tuvalu,2002,3900
Tuvalu,2003,3700
Tuvalu,2004,3570
Tuvalu,2005,3350
Tuvalu,2006,3380
Tuvalu,2007,3570
Tuvalu,2008,3760
Tuvalu,2009,3470
Tuvalu,2010,3330
Taiwan,1990,17.5k
Taiwan,1991,18.6k
Taiwan,1992,19.9k
Taiwan,1993,20.9k
Taiwan,1994,22.2k
Taiwan,1995,23.3k
Taiwan,1996,24.5k
Taiwan,1997,25.6k
Taiwan,1998,26.3k
Taiwan,1999,27.7k
Taiwan,2000,29.1k
Taiwan,2001,28.4k
Taiwan,2002,29.7k
Taiwan,2003,30.7k
Taiwan,2004,32.5k
Taiwan,2005,34k
Taiwan,2006,35.6k
Taiwan,2007,37.8k
Taiwan,2008,37.8k
Taiwan,2009,37k
Taiwan,2010,40.5k
Tanzania,1990,1300
Tanzania,1991,1310
Tanzania,1992,1290
Tanzania,1993,1270
Tanzania,1994,1250
Tanzania,1995,1260
Tanzania,1996,1300
Tanzania,1997,1330
Tanzania,1998,1340
Tanzania,1999,1380
Tanzania,2000,1400
Tanzania,2001,1450
Tanzania,2002,1510
Tanzania,2003,1570
Tanzania,2004,1640
Tanzania,2005,1710
Tanzania,2006,1760
Tanzania,2007,1830
Tanzania,2008,1870
Tanzania,2009,1910
Tanzania,2010,1970
Uganda,1990,1000
Uganda,1991,1010
Uganda,1992,1010
Uganda,1993,1040
Uganda,1994,1070
Uganda,1995,1150
Uganda,1996,1210
Uganda,1997,1230
Uganda,1998,1250
Uganda,1999,1300
Uganda,2000,1290
Uganda,2001,1320
Uganda,2002,1380
Uganda,2003,1420
Uganda,2004,1460
Uganda,2005,1510
Uganda,2006,1610
Uganda,2007,1690
Uganda,2008,1780
Uganda,2009,1840
Uganda,2010,1880
Ukraine,1990,15.5k
Ukraine,1991,14.2k
Ukraine,1992,12.9k
Ukraine,1993,11.1k
Ukraine,1994,8650
Ukraine,1995,7700
Ukraine,1996,7020
Ukraine,1997,6910
Ukraine,1998,6860
Ukraine,1999,6940
Ukraine,2000,7450
Ukraine,2001,8220
Ukraine,2002,8760
Ukraine,2003,9690
Ukraine,2004,10.9k
Ukraine,2005,11.4k
Ukraine,2006,12.3k
Ukraine,2007,13.4k
Ukraine,2008,13.8k
Ukraine,2009,11.7k
Ukraine,2010,12.2k
Uruguay,1990,11.9k
Uruguay,1991,12.2k
Uruguay,1992,13k
Uruguay,1993,13.2k
Uruguay,1994,14.1k
Uruguay,1995,13.7k
Uruguay,1996,14.4k
Uruguay,1997,15.4k
Uruguay,1998,15.9k
Uruguay,1999,15.5k
Uruguay,2000,15.1k
Uruguay,2001,14.4k
Uruguay,2002,13.2k
Uruguay,2003,13.3k
Uruguay,2004,13.9k
Uruguay,2005,14.8k
Uruguay,2006,15.4k
Uruguay,2007,16.3k
Uruguay,2008,17.4k
Uruguay,2009,18k
Uruguay,2010,19.3k
United States,1990,43.3k
United States,1991,42.5k
United States,1992,43.3k
United States,1993,43.7k
United States,1994,44.8k
United States,1995,45.3k
United States,1996,46.3k
United States,1997,47.6k
United States,1998,49k
United States,1999,50.6k
United States,2000,51.9k
United States,2001,51.7k
United States,2002,51.9k
United States,2003,52.8k
United States,2004,54.1k
United States,2005,55.3k
United States,2006,56.1k
United States,2007,56.5k
United States,2008,55.8k
United States,2009,53.7k
United States,2010,54.5k
Uzbekistan,1990,4780
Uzbekistan,1991,4560
Uzbekistan,1992,3890
Uzbekistan,1993,3650
Uzbekistan,1994,3340
Uzbekistan,1995,3200
Uzbekistan,1996,3140
Uzbekistan,1997,3190
Uzbekistan,1998,3230
Uzbekistan,1999,3280
Uzbekistan,2000,3320
Uzbekistan,2001,3370
Uzbekistan,2002,3420
Uzbekistan,2003,3480
Uzbekistan,2004,3650
Uzbekistan,2005,3810
Uzbekistan,2006,4000
Uzbekistan,2007,4280
Uzbekistan,2008,4540
Uzbekistan,2009,4780
Uzbekistan,2010,4950
St. Vincent and the Grenadines,1990,6830
St. Vincent and the Grenadines,1991,6870
St. Vincent and the Grenadines,1992,7270
St. Vincent and the Grenadines,1993,7540
St. Vincent and the Grenadines,1994,7410
St. Vincent and the Grenadines,1995,7950
St. Vincent and the Grenadines,1996,8030
St. Vincent and the Grenadines,1997,8290
St. Vincent and the Grenadines,1998,8610
St. Vincent and the Grenadines,1999,8830
St. Vincent and the Grenadines,2000,8970
St. Vincent and the Grenadines,2001,9110
St. Vincent and the Grenadines,2002,9600
St. Vincent and the Grenadines,2003,10.2k
St. Vincent and the Grenadines,2004,10.7k
St. Vincent and the Grenadines,2005,11k
St. Vincent and the Grenadines,2006,11.8k
St. Vincent and the Grenadines,2007,12.2k
St. Vincent and the Grenadines,2008,12.3k
St. Vincent and the Grenadines,2009,12.1k
St. Vincent and the Grenadines,2010,11.6k
Venezuela,1990,17k
Venezuela,1991,18.2k
Venezuela,1992,18.8k
Venezuela,1993,18.5k
Venezuela,1994,17.6k
Venezuela,1995,17.9k
Venezuela,1996,17.5k
Venezuela,1997,18.2k
Venezuela,1998,17.9k
Venezuela,1999,16.5k
Venezuela,2000,16.5k
Venezuela,2001,16.8k
Venezuela,2002,15k
Venezuela,2003,13.6k
Venezuela,2004,15.8k
Venezuela,2005,17.1k
Venezuela,2006,18.4k
Venezuela,2007,19.7k
Venezuela,2008,20.3k
Venezuela,2009,19.3k
Venezuela,2010,18.7k
Vietnam,1990,2150
Vietnam,1991,2220
Vietnam,1992,2360
Vietnam,1993,2500
Vietnam,1994,2660
Vietnam,1995,2860
Vietnam,1996,3080
Vietnam,1997,3270
Vietnam,1998,3410
Vietnam,1999,3520
Vietnam,2000,3710
Vietnam,2001,3900
Vietnam,2002,4100
Vietnam,2003,4340
Vietnam,2004,4610
Vietnam,2005,4910
Vietnam,2006,5190
Vietnam,2007,5510
Vietnam,2008,5760
Vietnam,2009,6010
Vietnam,2010,6320
Vanuatu,1990,2970
Vanuatu,1991,2980
Vanuatu,1992,2970
Vanuatu,1993,2900
Vanuatu,1994,3080
Vanuatu,1995,3030
Vanuatu,1996,3020
Vanuatu,1997,3080
Vanuatu,1998,3060
Vanuatu,1999,2990
Vanuatu,2000,3080
Vanuatu,2001,2890
Vanuatu,2002,2660
Vanuatu,2003,2690
Vanuatu,2004,2720
Vanuatu,2005,2780
Vanuatu,2006,2930
Vanuatu,2007,2940
Vanuatu,2008,3020
Vanuatu,2009,3020
Vanuatu,2010,2970
Samoa,1990,4010
Samoa,1991,3890
Samoa,1992,3830
Samoa,1993,3940
Samoa,1994,3780
Samoa,1995,3970
Samoa,1996,4200
Samoa,1997,4170
Samoa,1998,4200
Samoa,1999,4230
Samoa,2000,4400
Samoa,2001,4660
Samoa,2002,4860
Samoa,2003,5060
Samoa,2004,5180
Samoa,2005,5470
Samoa,2006,5540
Samoa,2007,5520
Samoa,2008,5640
Samoa,2009,5540
Samoa,2010,5810
Yemen,1990,3710
Yemen,1991,3740
Yemen,1992,3820
Yemen,1993,3760
Yemen,1994,3800
Yemen,1995,3830
Yemen,1996,3840
Yemen,1997,3890
Yemen,1998,3980
Yemen,1999,3990
Yemen,2000,4100
Yemen,2001,4110
Yemen,2002,4130
Yemen,2003,4140
Yemen,2004,4160
Yemen,2005,4240
Yemen,2006,4230
Yemen,2007,4230
Yemen,2008,4240
Yemen,2009,4260
Yemen,2010,4440
South Africa,1990,9810
South Africa,1991,9550
South Africa,1992,9220
South Africa,1993,9230
South Africa,1994,9420
South Africa,1995,9620
South Africa,1996,9940
South Africa,1997,10.1k
South Africa,1998,10.1k
South Africa,1999,10.2k
South Africa,2000,10.6k
South Africa,2001,10.8k
South Africa,2002,11.1k
South Africa,2003,11.4k
South Africa,2004,11.8k
South Africa,2005,12.3k
South Africa,2006,12.8k
South Africa,2007,13.4k
South Africa,2008,13.6k
South Africa,2009,13.3k
South Africa,2010,13.5k
Zambia,1990,2130
Zambia,1991,2100
Zambia,1992,2050
Zambia,1993,2120
Zambia,1994,1890
Zambia,1995,1920
Zambia,1996,2000
Zambia,1997,2040
Zambia,1998,2000
Zambia,1999,2050
Zambia,2000,2080
Zambia,2001,2140
Zambia,2002,2170
Zambia,2003,2260
Zambia,2004,2350
Zambia,2005,2440
Zambia,2006,2550
Zambia,2007,2660
Zambia,2008,2770
Zambia,2009,2910
Zambia,2010,3080
Zimbabwe,1990,2790
Zimbabwe,1991,2860
Zimbabwe,1992,2530
Zimbabwe,1993,2520
Zimbabwe,1994,2730
Zimbabwe,1995,2700
Zimbabwe,1996,2930
Zimbabwe,1997,2960
Zimbabwe,1998,2990
Zimbabwe,1999,2920
Zimbabwe,2000,2790
Zimbabwe,2001,2810
Zimbabwe,2002,2540
Zimbabwe,2003,2100
Zimbabwe,2004,1960
Zimbabwe,2005,1830
Zimbabwe,2006,1750
Zimbabwe,2007,1670
Zimbabwe,2008,1360
Zimbabwe,2009,1500
Zimbabwe,2010,1800
